poi_id,lat,lon
23dd6a45-3656-435b-b3b1-c16efab9daeb,39.00777101,1.561872175
e13a657c-edf0-4013-92db-6c70136e3ac9,38.90685783,1.2754202
de75c87b-2676-47be-8454-4c44c4e6f644,38.99313359,1.353724734
4267fc81-0e9f-40ca-84c8-84529958dc22,39.00426587,1.525952107
ae0ccc6e-5f91-4a58-a60b-68e8ebcdc797,38.95676889,1.323312356
eadb65ff-99dc-4bd3-bb21-619a55a73b34,38.9399882,1.427518529
8d7cbf69-616c-435f-a1bf-b46db1f2b1a2,38.86260202,1.244596552
35e45aa4-2e7b-47e3-8157-7f6caa51b3f2,38.83495517,1.370773233
e568a45b-e0bc-49cd-82c0-a64c1da4fb0e,38.97066928,1.418358779
249cd328-89bc-4d29-a98f-1c733aae4201,38.98430143,1.353788387
feaecc5f-7357-48b4-9cc8-a845d67ecb4c,38.96432194,1.359063479
fa2f7383-f6dd-4b0e-9db6-269f8f5d4a17,38.9608426,1.391227572
c961624c-546e-4375-8360-6d75bc188022,39.06210527,1.34637954
1914138c-459b-4d5d-8aff-23f1aca8965c,38.95305666,1.448931843
ef6eb534-04e9-4265-bc5b-1543f3452634,38.88051984,1.378797427
304e1e26-439a-45fb-8837-9a38fdc6ec41,38.92045977,1.443926473
07514ee2-1dd3-4e93-a5fb-8a1a70b64edd,39.04410963,1.566748446
955bca73-4483-45af-ae38-adddd0751bf7,38.9785459,1.444245643
5529ea39-d40f-4c80-a308-07fe2fb85cfa,38.90620842,1.366680989
7a4e4050-b3db-43ab-b487-a7df597ea8ce,38.9531428,1.386549067
386b10fd-d902-4f9a-aa89-70120f982487,38.95031751,1.473349019
1332292e-3d0f-4aa3-bf72-1a22752dea15,39.05934325,1.350554245
79f29263-c10b-4508-bd87-ad42c04be0d4,38.98630403,1.485837838
a877cb39-2290-48c3-b6a6-0f4feaf0146a,38.99388465,1.533819114
1f8a8a01-714b-40f2-b55d-fbcb916dd75f,38.89703316,1.327597846
2b2ca058-e2b5-4ce2-a075-c3075f9027ef,39.07637005,1.413143902
40a28229-3dbf-4f08-a516-3f46680a2e55,38.86416215,1.308331692
2f4c020c-6569-4220-9152-d47361213edb,39.02439169,1.490407817
dd214ea7-eb13-4400-907b-b4f9c320b1ae,38.95421761,1.29261
34cb2c0a-8709-4603-afe6-76f630165788,38.89706249,1.288587958
2e783986-86c8-40c6-905c-837d9112f4f7,38.97096944,1.359549418
c571aaff-74e9-41d4-8e51-e0aab8fffe1f,38.95906283,1.315454383
e8fc47f3-4cc1-4e0e-8483-095a08f064e0,38.96675571,1.323798873
b32e5cdd-cc23-4748-9c61-c62201237bf6,38.90931426,1.295383013
7e7edbb0-41db-4dda-b507-37cb0493d1fa,39.05072478,1.581172796
9be3e912-c023-4888-847f-f74ab5085a94,38.85313758,1.398807221
c30b6800-1281-4cee-8dd9-ba3e5c5802fd,39.01812244,1.564889899
1fa23b03-6f38-49e7-98de-c0d5a352d05a,39.086867,1.486454693
6e4190d2-b21e-4c48-8cde-59bb39329f62,39.06236908,1.558964273
03116452-1288-434e-83d5-fed21199c4a8,39.04222339,1.509642134
4c67727a-4af9-46ef-a98d-5ce5f843163d,38.93397385,1.239488959
08d556b6-931d-4029-a82c-e651113c6d63,39.01980367,1.58176983
1472ba6a-9a43-4921-a751-efedc0e5fcf4,38.92541254,1.336193129
292f0d20-f275-44f5-a40f-cf0e80c3a067,38.97752283,1.407620621
d3a1fe88-51a0-4558-a376-5c614106e50b,38.96691495,1.238187992
80995085-677e-40c5-a7eb-3e6be9c04193,38.86889715,1.259268392
f4757abf-5db7-4f0e-a7cc-0c437012a72e,38.95949111,1.24701343
b4129fb7-6eff-4f64-9302-d56ca0ffd434,38.85567112,1.371649766
019d2f45-228e-4943-b302-1af7cb2ae820,38.9426318,1.238764234
5b9fbca7-20b7-4b7a-8555-1be8137a8e12,39.03821867,1.482114837
d4e50261-9303-4b9b-8f52-ed9d7903dd58,38.94350397,1.3146801
8dc18b71-d2aa-4396-aed1-3918a7c78302,39.08134747,1.540372474
f1258afa-9fe6-46f8-89a4-75826b810986,38.89320415,1.409553323
8c0900aa-9916-48a2-81a7-783bb859d57c,38.90932032,1.276045852
04da0ba1-3b87-4a8e-bb66-72ac9a19f1cd,38.88978634,1.385841056
316677be-d43e-4119-ac88-7b54e561fb17,39.0051067,1.454736686
d37197f2-d992-4674-a45f-4edfec32eb68,38.94475765,1.382562293
cda6e0d7-8641-4943-94e7-997c3a504b43,38.94270256,1.330989881
8955c08a-d3a8-4dd0-872a-09489285a97a,38.95790439,1.509104011
1e1ce347-2c9a-42a9-8cad-29811f0a9f8e,38.8986367,1.361241211
cf36cf3c-dc91-4d53-8f30-5a9a5c4e7200,39.09216585,1.559896146
9c0cf673-558f-47f4-b008-68872ebfd0a1,38.97524865,1.515630846
f9394e7c-c097-4bd1-98c1-c36ab13dde8e,38.98125539,1.369830696
18f3f320-cd31-4249-829c-71d90dc9a918,38.9354761,1.489272793
c397425a-2403-401c-a663-74d40571c94a,38.99706412,1.321503371
77e031da-1d23-48c2-853e-25d1830dabd1,39.02280274,1.455433486
4bb7174d-f3a5-485b-bd5d-423a370c713d,38.99330314,1.548169891
0b373675-de87-476b-9262-a0f7d9fe97c7,38.98843938,1.425056641
775b863e-688e-45e8-b12e-956a3144bd35,38.98212655,1.408712151
e34166df-938f-4a6a-8297-8e62472c190a,38.92652564,1.374346836
a11c1795-c1ad-4000-8ddf-23879414c25d,38.90165325,1.262128614
20de2790-fc66-422b-a12f-6a5f65c00470,38.91804214,1.432341493
ef55a242-71c2-4895-9d7f-7cc87011cc24,38.89521462,1.354087839
8212c26b-ccf0-4c70-8c8b-0bd759f2cbff,38.90089976,1.30925045
005e4a38-ee50-41b2-a7ba-fd8fd86c5179,38.9309528,1.286008074
ba2f6994-38f1-4619-a7ee-4c6569749c21,38.99384263,1.443218896
19e7719f-cf3d-456a-9aac-b00ec55013e1,39.06687031,1.439501167
bbd7b668-8b8e-4b87-ac89-64a54c379f53,38.9574601,1.507408008
f1de709c-0da1-4ea3-b1d7-7cb3336246b3,38.96558957,1.320599286
760b035f-e361-4d37-a95f-5b6f7ac93bbf,39.05118032,1.460825577
9dc15aa9-7e95-4b6f-ac9e-1b891c458ea5,38.86134812,1.247868859
be8f9691-55af-4940-97d8-10d548687c18,39.01717741,1.540936116
5a88dfd9-2448-4643-8446-ec81f79f236e,38.96340292,1.450226287
867858ee-0194-44a4-9131-e0521a37c6e6,38.90081458,1.288493327
74529871-b1ea-4c57-8874-709bf7554e64,38.93811274,1.486096642
7e46c9a8-b75f-4513-8418-4fb058a32b0f,39.05158039,1.337051623
033ae344-5dde-4ee7-8abd-9c83729197bf,38.91547977,1.245338784
f01b7a6c-8d4e-4a7c-89f8-ef79eff4aab5,39.0086591,1.310230843
3c1b571e-ab30-4c81-832d-51bdfef51bba,38.97033793,1.2855323
f8e815fd-fcbe-4607-9ae0-f5fa0d56c8d8,39.00303877,1.418651684
d94433a9-0da0-4fd5-af57-ddfb321fc525,38.98952019,1.305319773
f5d03633-ba23-4de9-80ea-e5ae1b82acfa,38.95013868,1.331319864
d56c4db0-7934-4d78-a43e-f606e2ebe9d2,39.11067597,1.517970918
9197581a-d64d-40ee-964b-f6c1822fd28f,38.97918087,1.408158651
563a183d-5d94-4e7f-810c-b5bf6d28a766,38.93416638,1.307153307
9b09549f-3f66-4a26-beda-db793cd49363,38.96195614,1.246525267
a7a55e1e-6078-4457-89fd-ab69814da42e,39.01508425,1.57884222
85495887-5439-4f49-82a9-8e0a031b9dc4,38.89004912,1.230029032
798ec30c-be58-4b93-9ebb-e6979cf73336,38.90393963,1.301800572
96f84def-7438-4e29-b45b-3368a83544ca,38.98795524,1.540723947
